Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
C-Ba-1_S54_L005_R1_001	(0.0, 0.03387871151904165)	(1.0, 0.04858435161999814)	(2.0, 0.06328999172095463)	(3.0, 0.03716505014101107)	(4.0, 0.011040108561067517)	(5.0, 0.011154073645688146)	(6.0, 0.011268038730308776)	(7.0, 0.01397626355938446)	(8.0, 0.016684488388460143)	(9.0, 0.02112912668866469)	(10.0, 0.025573764988869235)	(11.0, 0.03468682757362429)	(12.0, 0.04379989015837935)	(13.0, 0.05463900575202503)	(14.0, 0.0654781213456707)	(15.0, 0.09138549321861124)	(16.0, 0.11729286509155179)	(17.0, 0.122833640296562)	(18.0, 0.12837441550157225)	(19.0, 0.10330831316237672)	(20.0, 0.0782422108231812)	(21.0, 0.10055864648434809)	(22.0, 0.12287508214551499)	(23.0, 0.15546288006967204)	(24.0, 0.1880506779938291)	(25.0, 0.2346914068979336)	(26.0, 0.2813321358020381)	(27.0, 0.3617500436952495)	(28.0, 0.4421679515884609)	(29.0, 0.5466842946478163)	(30.0, 0.6512006377071716)	(31.0, 0.7512060355079978)	(32.0, 0.8512114333088239)	(33.0, 1.0146622297641783)	(34.0, 1.1781130262195325)	(35.0, 1.3827839577359449)	(36.0, 1.5874548892523568)	(37.0, 1.6727629353220173)	(38.0, 1.7580709813916775)	(39.0, 2.0366037202969434)	(40.0, 2.315136459202209)	(41.0, 2.5938515422428683)	(42.0, 2.872566625283527)	(43.0, 3.0526252427067786)	(44.0, 3.2326838601300296)	(45.0, 3.4015448899661926)	(46.0, 3.570405919802355)	(47.0, 3.6840063161521988)	(48.0, 3.797606712502042)	(49.0, 3.903633610955733)	(50.0, 4.009660509409423)	(51.0, 4.021403057310244)	(52.0, 4.033145605211064)	(53.0, 3.9717246408778877)	(54.0, 3.910303676544711)	(55.0, 3.7149571610427143)	(56.0, 3.5196106455407175)	(57.0, 3.23461297819879)	(58.0, 2.949615310856863)	(59.0, 2.6736561107715757)	(60.0, 2.3976969106862884)	(61.0, 2.102177157895206)	(62.0, 1.8066574051041233)	(63.0, 1.5467341284711822)	(64.0, 1.2868108518382413)	(65.0, 1.0716551325367312)	(66.0, 0.8564994132352212)	(67.0, 0.7345319075817759)	(68.0, 0.6125644019283307)	(69.0, 0.5061334454473487)	(70.0, 0.39970248896636673)	(71.0, 0.32615563962955546)	(72.0, 0.2526087902927442)	(73.0, 0.2162580724836587)	(74.0, 0.17990735467457322)	(75.0, 0.14287284635776396)	(76.0, 0.10583833804095469)	(77.0, 0.08658859920230658)	(78.0, 0.06733886036365844)	(79.0, 0.06232439664035075)	(80.0, 0.05730993291704306)	(81.0, 0.05274096906997963)	(82.0, 0.048172005222916224)	(83.0, 0.04005354701303212)	(84.0, 0.03193508880314801)	(85.0, 0.024960425624365488)	(86.0, 0.017985762445582965)	(87.0, 0.014179328619253945)	(88.0, 0.010372894792924924)	(89.0, 0.008667562708510778)	(90.0, 0.006962230624096632)	(91.0, 0.0048093265709905604)	(92.0, 0.002656422517884489)	(93.0, 0.0017322692862335668)	(94.0, 0.0008081160545826447)	(95.0, 0.0005926184400272729)	(96.0, 0.0003771208254719009)	(97.0, 0.000225858076793611)	(98.0, 7.459532811532106e-05)	(99.0, 7.459532811532106e-05)	(100.0, 7.459532811532106e-05)
C-Ba-1_S54_L006_R1_001	(0.0, 0.03235861689449442)	(1.0, 0.04735853448429547)	(2.0, 0.06235845207409653)	(3.0, 0.03679236969013429)	(4.0, 0.011226287306172053)	(5.0, 0.011060205527672503)	(6.0, 0.010894123749172955)	(7.0, 0.013982403908867102)	(8.0, 0.01707068406856125)	(9.0, 0.02086323506113323)	(10.0, 0.024655786053705216)	(11.0, 0.03445461098517861)	(12.0, 0.044253435916652005)	(13.0, 0.05455260848461771)	(14.0, 0.06485178105258342)	(15.0, 0.09142696791350494)	(16.0, 0.11800215477442647)	(17.0, 0.12305818866419121)	(18.0, 0.12811422255395596)	(19.0, 0.10237364918751952)	(20.0, 0.07663307582108309)	(21.0, 0.09857899589395389)	(22.0, 0.12052491596682467)	(23.0, 0.15454855524830194)	(24.0, 0.1885721945297792)	(25.0, 0.23731194076691267)	(26.0, 0.28605168700404615)	(27.0, 0.36409540679187863)	(28.0, 0.442139126579711)	(29.0, 0.5452527857170008)	(30.0, 0.6483664448542903)	(31.0, 0.7515494799243709)	(32.0, 0.8547325149944517)	(33.0, 1.018276816194647)	(34.0, 1.181821117394842)	(35.0, 1.3852397615418848)	(36.0, 1.5886584056889272)	(37.0, 1.6759333291399436)	(38.0, 1.7632082525909598)	(39.0, 2.0387463323256863)	(40.0, 2.314284412060413)	(41.0, 2.597304581031594)	(42.0, 2.880324750002775)	(43.0, 3.0548998245167316)	(44.0, 3.229474899030688)	(45.0, 3.405490049725305)	(46.0, 3.581505200419922)	(47.0, 3.6888486891564662)	(48.0, 3.7961921778930106)	(49.0, 3.8979561597923666)	(50.0, 3.999720141691723)	(51.0, 4.019685694228562)	(52.0, 4.039651246765399)	(53.0, 3.9787118478620274)	(54.0, 3.917772448958655)	(55.0, 3.709768686344428)	(56.0, 3.5017649237302018)	(57.0, 3.223868062280583)	(58.0, 2.945971200830964)	(59.0, 2.6662642582257994)	(60.0, 2.3865573156206343)	(61.0, 2.09836128160305)	(62.0, 1.8101652475854653)	(63.0, 1.5476214902925831)	(64.0, 1.285077732999701)	(65.0, 1.0699366585119812)	(66.0, 0.8547955840242616)	(67.0, 0.7344388521369302)	(68.0, 0.6140821202495986)	(69.0, 0.5074155724330148)	(70.0, 0.400749024616431)	(71.0, 0.3284214612303742)	(72.0, 0.25609389784431735)	(73.0, 0.21668626571806363)	(74.0, 0.17727863359180984)	(75.0, 0.1417875882167543)	(76.0, 0.10629654284169876)	(77.0, 0.08593996232003882)	(78.0, 0.06558338179837891)	(79.0, 0.062009470109148104)	(80.0, 0.0584355584199173)	(81.0, 0.053532992502690106)	(82.0, 0.048630426585462905)	(83.0, 0.04079304848107912)	(84.0, 0.032955670376695334)	(85.0, 0.025362159187576713)	(86.0, 0.01776864799845809)	(87.0, 0.0144112733115748)	(88.0, 0.011053898624691508)	(89.0, 0.0092312036631838)	(90.0, 0.007408508701676088)	(91.0, 0.005005578665916791)	(92.0, 0.0026026486301574912)	(93.0, 0.0017280914167927765)	(94.0, 0.0008535342034280623)	(95.0, 0.0006348949000868839)	(96.0, 0.00041625559674570535)	(97.0, 0.00024176461427149554)	(98.0, 6.727363179728572e-05)	(99.0, 7.568283577194643e-05)	(100.0, 8.409203974660714e-05)
C-Ba-1_S54_L007_R1_001	(0.0, 0.03329288832238676)	(1.0, 0.0483645531901819)	(2.0, 0.06343621805797704)	(3.0, 0.036966660125056304)	(4.0, 0.010497102192135569)	(5.0, 0.010678972083356834)	(6.0, 0.010860841974578098)	(7.0, 0.013843508190606837)	(8.0, 0.01682617440663557)	(9.0, 0.02121030860795758)	(10.0, 0.025594442809279593)	(11.0, 0.03540899799789066)	(12.0, 0.04522355318650171)	(13.0, 0.05534621736729939)	(14.0, 0.06546888154809706)	(15.0, 0.09271941019037969)	(16.0, 0.11996993883266233)	(17.0, 0.1252591431985325)	(18.0, 0.1305483475644027)	(19.0, 0.10329995856789914)	(20.0, 0.07605156957139557)	(21.0, 0.09875321128736753)	(22.0, 0.12145485300333947)	(23.0, 0.15610855604121712)	(24.0, 0.19076225907909475)	(25.0, 0.23937501117964918)	(26.0, 0.28798776328020365)	(27.0, 0.3674841625559079)	(28.0, 0.44698056183161206)	(29.0, 0.5522575530993753)	(30.0, 0.6575345443671385)	(31.0, 0.7565637699600066)	(32.0, 0.8555929955528747)	(33.0, 1.021342795474598)	(34.0, 1.187092595396321)	(35.0, 1.3896207666145421)	(36.0, 1.592148937832763)	(37.0, 1.675383298284509)	(38.0, 1.758617658736255)	(39.0, 2.0398056277305625)	(40.0, 2.32099359672487)	(41.0, 2.603131568445086)	(42.0, 2.885269540165302)	(43.0, 3.0649826684412607)	(44.0, 3.244695796717219)	(45.0, 3.4083123697972053)	(46.0, 3.571928942877192)	(47.0, 3.6869456017312987)	(48.0, 3.801962260585405)	(49.0, 3.898798349254723)	(50.0, 3.99563443792404)	(51.0, 4.016014563969717)	(52.0, 4.036394690015395)	(53.0, 3.971653288032182)	(54.0, 3.90691188604897)	(55.0, 3.702081455972466)	(56.0, 3.4972510258959617)	(57.0, 3.224471864813414)	(58.0, 2.951692703730866)	(59.0, 2.667644028329937)	(60.0, 2.383595352929008)	(61.0, 2.089986740187178)	(62.0, 1.7963781274453476)	(63.0, 1.5383496843637339)	(64.0, 1.2803212412821203)	(65.0, 1.0683722096986377)	(66.0, 0.8564231781151552)	(67.0, 0.7310463543987736)	(68.0, 0.6056695306823922)	(69.0, 0.5005059406409198)	(70.0, 0.3953423505994475)	(71.0, 0.3237412442485252)	(72.0, 0.25214013789760287)	(73.0, 0.21526548254104674)	(74.0, 0.17839082718449062)	(75.0, 0.141676645261365)	(76.0, 0.10496246333823939)	(77.0, 0.08483481549449311)	(78.0, 0.06470716765074681)	(79.0, 0.061825064786334545)	(80.0, 0.05894296192192227)	(81.0, 0.054128758919006446)	(82.0, 0.04931455591609062)	(83.0, 0.04099775277283115)	(84.0, 0.03268094962957168)	(85.0, 0.025534532727465527)	(86.0, 0.018388115825359375)	(87.0, 0.014750718000934082)	(88.0, 0.011113320176508795)	(89.0, 0.00914912535131914)	(90.0, 0.007184930526129482)	(91.0, 0.004942581749660246)	(92.0, 0.0027002329731910086)	(93.0, 0.0017545095388404334)	(94.0, 0.0008087861044898583)	(95.0, 0.0006033801096987832)	(96.0, 0.0003979741149077081)	(97.0, 0.00025889713926791763)	(98.0, 0.00011982016362812718)	(99.0, 0.00010270299739553757)	(100.0, 8.558583116294797e-05)
C-Ba-2_S55_L005_R1_001	(0.0, 0.06309938759237077)	(1.0, 0.062291110153351724)	(2.0, 0.0614828327143327)	(3.0, 0.03569030686614733)	(4.0, 0.00989778101796197)	(5.0, 0.01013550967649698)	(6.0, 0.01037323833503199)	(7.0, 0.013070941807972754)	(8.0, 0.015768645280913516)	(9.0, 0.01987618305925321)	(10.0, 0.023983720837592898)	(11.0, 0.03153315615037425)	(12.0, 0.039082591463155604)	(13.0, 0.04735968319162673)	(14.0, 0.055636774920097845)	(15.0, 0.08180346500476006)	(16.0, 0.10797015508942226)	(17.0, 0.1113645068921569)	(18.0, 0.11475885869489158)	(19.0, 0.09426251391772096)	(20.0, 0.07376616914055033)	(21.0, 0.0955483158795364)	(22.0, 0.11733046261852245)	(23.0, 0.15036854453770965)	(24.0, 0.18340662645689684)	(25.0, 0.23236012526357133)	(26.0, 0.2813136240702458)	(27.0, 0.3614695261110719)	(28.0, 0.44162542815189804)	(29.0, 0.544148496152279)	(30.0, 0.6466715641526599)	(31.0, 0.7464783238285626)	(32.0, 0.8462850835044653)	(33.0, 1.0013916635670639)	(34.0, 1.1564982436296627)	(35.0, 1.35687249468878)	(36.0, 1.5572467457478973)	(37.0, 1.650124231828936)	(38.0, 1.7430017179099748)	(39.0, 2.0064836253843685)	(40.0, 2.269965532858762)	(41.0, 2.5476326060276535)	(42.0, 2.825299679196545)	(43.0, 3.0127084159397355)	(44.0, 3.2001171526829264)	(45.0, 3.370707103636196)	(46.0, 3.5412970545894664)	(47.0, 3.6620508098908933)	(48.0, 3.7828045651923192)	(49.0, 3.9022456448574876)	(50.0, 4.021686724522656)	(51.0, 4.0232515992575335)	(52.0, 4.024816473992413)	(53.0, 3.9480094452283407)	(54.0, 3.8712024164642687)	(55.0, 3.691882655728447)	(56.0, 3.512562894992626)	(57.0, 3.2470778651693593)	(58.0, 2.9815928353460923)	(59.0, 2.707404869414718)	(60.0, 2.433216903483343)	(61.0, 2.1469151119953147)	(62.0, 1.8606133205072866)	(63.0, 1.5909670055567937)	(64.0, 1.3213206906063009)	(65.0, 1.1050661651570448)	(66.0, 0.888811639707789)	(67.0, 0.7582758669090782)	(68.0, 0.6277400941103676)	(69.0, 0.52594261531995)	(70.0, 0.42414513652953245)	(71.0, 0.3460047600719379)	(72.0, 0.2678643836143434)	(73.0, 0.23672192934625713)	(74.0, 0.20557947507817087)	(75.0, 0.1608740840392307)	(76.0, 0.11616869300029051)	(77.0, 0.0946594174171881)	(78.0, 0.07315014183408569)	(79.0, 0.0704586399783241)	(80.0, 0.06776713812256252)	(81.0, 0.06373401975037292)	(82.0, 0.05970090137818332)	(83.0, 0.05000157210995492)	(84.0, 0.040302242841726524)	(85.0, 0.03133263719491429)	(86.0, 0.02236303154810205)	(87.0, 0.017604323965949072)	(88.0, 0.012845616383796093)	(89.0, 0.01077427624595192)	(90.0, 0.008702936108107748)	(91.0, 0.006077584835590684)	(92.0, 0.00345223356307362)	(93.0, 0.002251187036040223)	(94.0, 0.0010501405090068256)	(95.0, 0.0006925139183411154)	(96.0, 0.00033488732767540506)	(97.0, 0.00020051895545996476)	(98.0, 6.615058324452445e-05)	(99.0, 5.5814554612567505e-05)	(100.0, 4.547852598061056e-05)
C-Ba-2_S55_L006_R1_001	(0.0, 0.06467215001061138)	(1.0, 0.06236541797524389)	(2.0, 0.0600586859398764)	(3.0, 0.03488958345062184)	(4.0, 0.00972048096136728)	(5.0, 0.009760216146020028)	(6.0, 0.009799951330672777)	(7.0, 0.012552135699252669)	(8.0, 0.01530432006783256)	(9.0, 0.018782194387702136)	(10.0, 0.02226006870757171)	(11.0, 0.030744576293687688)	(12.0, 0.03922908387980366)	(13.0, 0.04674530775569737)	(14.0, 0.054261531631591094)	(15.0, 0.08123335670877564)	(16.0, 0.1082051817859602)	(17.0, 0.1115199327162027)	(18.0, 0.1148346836464452)	(19.0, 0.09337350128294455)	(20.0, 0.0719123189194439)	(21.0, 0.09473704551418625)	(22.0, 0.11756177210892861)	(23.0, 0.15049387488402555)	(24.0, 0.18342597765912247)	(25.0, 0.23175651014991375)	(26.0, 0.280087042640705)	(27.0, 0.36013670911193035)	(28.0, 0.4401863755831557)	(29.0, 0.5424459189497598)	(30.0, 0.6447054623163638)	(31.0, 0.7468437088035016)	(32.0, 0.8489819552906395)	(33.0, 1.0060425922699088)	(34.0, 1.1631032292491783)	(35.0, 1.3585815158111318)	(36.0, 1.5540598023730856)	(37.0, 1.6506413969853626)	(38.0, 1.7472229915976398)	(39.0, 2.0134089935864066)	(40.0, 2.2795949955751733)	(41.0, 2.554227861290912)	(42.0, 2.8288607270066497)	(43.0, 3.0075749482961593)	(44.0, 3.186289169585669)	(45.0, 3.3697841609865566)	(46.0, 3.5532791523874443)	(47.0, 3.669427188452939)	(48.0, 3.7855752245184324)	(49.0, 3.9135936241675586)	(50.0, 4.041612023816684)	(51.0, 4.028639531690315)	(52.0, 4.015667039563947)	(53.0, 3.944152072491031)	(54.0, 3.8726371054181143)	(55.0, 3.694970638208132)	(56.0, 3.5173041709981505)	(57.0, 3.2429745474810776)	(58.0, 2.9686449239640056)	(59.0, 2.701352610781486)	(60.0, 2.434060297598966)	(61.0, 2.1439348925196713)	(62.0, 1.8538094874403772)	(63.0, 1.5855007900609503)	(64.0, 1.3171920926815235)	(65.0, 1.0998176280503968)	(66.0, 0.8824431634192704)	(67.0, 0.7538371013023855)	(68.0, 0.6252310391855006)	(69.0, 0.5255731047508977)	(70.0, 0.42591517031629456)	(71.0, 0.3471725822875939)	(72.0, 0.2684299942588932)	(73.0, 0.23671713425498325)	(74.0, 0.20500427425107332)	(75.0, 0.1599843100395085)	(76.0, 0.11496434582794364)	(77.0, 0.09427067992589346)	(78.0, 0.07357701402384328)	(79.0, 0.07098167906836636)	(80.0, 0.06838634411288942)	(81.0, 0.06445674348328333)	(82.0, 0.06052714285367724)	(83.0, 0.04998058831663438)	(84.0, 0.039434033779591524)	(85.0, 0.030619096763205317)	(86.0, 0.021804159746819114)	(87.0, 0.017334997136138848)	(88.0, 0.012865834525458582)	(89.0, 0.010810061551055822)	(90.0, 0.008754288576653061)	(91.0, 0.006016743486629445)	(92.0, 0.003279198396605829)	(93.0, 0.002085051531515313)	(94.0, 0.0008909046664247978)	(95.0, 0.0006462195819841844)	(96.0, 0.0004015344975435709)	(97.0, 0.00024886773545669235)	(98.0, 9.620097336981386e-05)	(99.0, 7.737904379745896e-05)	(100.0, 5.855711422510409e-05)
C-Ba-2_S55_L007_R1_001	(0.0, 0.06680043658293629)	(1.0, 0.06455244740925214)	(2.0, 0.062304458235567996)	(3.0, 0.03615959836722261)	(4.0, 0.010014738498877209)	(5.0, 0.01025551838193532)	(6.0, 0.010496298264993433)	(7.0, 0.013270593908724947)	(8.0, 0.016044889552456466)	(9.0, 0.019464816210051767)	(10.0, 0.02288474286764707)	(11.0, 0.03125237650277277)	(12.0, 0.039620010137898475)	(13.0, 0.04769146320890845)	(14.0, 0.05576291627991842)	(15.0, 0.08265994693339225)	(16.0, 0.10955697758686608)	(17.0, 0.11308770560657662)	(18.0, 0.11661843362628717)	(19.0, 0.0935184804206855)	(20.0, 0.07041852721508383)	(21.0, 0.09486514312947068)	(22.0, 0.11931175904385755)	(23.0, 0.15231991097707176)	(24.0, 0.185328062910286)	(25.0, 0.23390167542526574)	(26.0, 0.2824752879402455)	(27.0, 0.3622394838906645)	(28.0, 0.4420036798410835)	(29.0, 0.5467983296524198)	(30.0, 0.6515929794637559)	(31.0, 0.751020155598779)	(32.0, 0.850447331733802)	(33.0, 1.0043802548478207)	(34.0, 1.1583131779618392)	(35.0, 1.3602955379162154)	(36.0, 1.5622778978705918)	(37.0, 1.6595572322169194)	(38.0, 1.7568365665632473)	(39.0, 2.0182809036558504)	(40.0, 2.279725240748454)	(41.0, 2.5539245192568614)	(42.0, 2.8281237977652687)	(43.0, 3.0126805127315985)	(44.0, 3.1972372276979284)	(45.0, 3.371027033380253)	(46.0, 3.544816839062577)	(47.0, 3.6685265598642394)	(48.0, 3.792236280665902)	(49.0, 3.915034021025539)	(50.0, 4.037831761385176)	(51.0, 4.023872920554081)	(52.0, 4.009914079722987)	(53.0, 3.93925690342027)	(54.0, 3.8685997271175534)	(55.0, 3.687247728470864)	(56.0, 3.5058957298241746)	(57.0, 3.2376264549843574)	(58.0, 2.9693571801445406)	(59.0, 2.6956756849244794)	(60.0, 2.421994189704418)	(61.0, 2.1328495120830055)	(62.0, 1.843704834461593)	(63.0, 1.5802170645561338)	(64.0, 1.3167292946506743)	(65.0, 1.0976345166357697)	(66.0, 0.8785397386208652)	(67.0, 0.75357284851828)	(68.0, 0.6286059584156948)	(69.0, 0.528089945818347)	(70.0, 0.4275739332209992)	(71.0, 0.347095920803107)	(72.0, 0.2666179083852148)	(73.0, 0.236230634825111)	(74.0, 0.20584336126500724)	(75.0, 0.16020598484608126)	(76.0, 0.11456860842715527)	(77.0, 0.09360584303312251)	(78.0, 0.07264307763908974)	(79.0, 0.07003498403853109)	(80.0, 0.06742689043797243)	(81.0, 0.06417742741440056)	(82.0, 0.060927964390828704)	(83.0, 0.050789639757284503)	(84.0, 0.040651315123740296)	(85.0, 0.031205499003416324)	(86.0, 0.021759682883092355)	(87.0, 0.017093240901700633)	(88.0, 0.01242679892030891)	(89.0, 0.010730685761775665)	(90.0, 0.009034572603242417)	(91.0, 0.006198483892177404)	(92.0, 0.003362395181112391)	(93.0, 0.002120141448166558)	(94.0, 0.0008778877152207256)	(95.0, 0.0006541541955649582)	(96.0, 0.0004304206759091907)	(97.0, 0.0002535646556098698)	(98.0, 7.670863531054884e-05)	(99.0, 7.670863531054884e-05)	(100.0, 7.670863531054884e-05)
C-Ba-3_S56_L005_R1_001	(0.0, 0.03180254742461011)	(1.0, 0.05148085054123968)	(2.0, 0.07115915365786925)	(3.0, 0.04175013044907775)	(4.0, 0.012341107240286257)	(5.0, 0.01242343483495787)	(6.0, 0.012505762429629485)	(7.0, 0.016441423052955397)	(8.0, 0.020377083676281313)	(9.0, 0.025724361349708305)	(10.0, 0.031071639023135297)	(11.0, 0.04302118819120291)	(12.0, 0.054970737359270515)	(13.0, 0.0653580702186914)	(14.0, 0.07574540307811231)	(15.0, 0.10334522719424225)	(16.0, 0.13094505131037218)	(17.0, 0.1309410353301443)	(18.0, 0.13093701934991642)	(19.0, 0.10666644284270196)	(20.0, 0.08239586633548752)	(21.0, 0.1073310875704167)	(22.0, 0.13226630880534587)	(23.0, 0.17021732195884576)	(24.0, 0.20816833511234561)	(25.0, 0.2604001739561995)	(26.0, 0.3126320128000535)	(27.0, 0.4030718875319918)	(28.0, 0.4935117622639301)	(29.0, 0.6079129830255359)	(30.0, 0.7223142037871416)	(31.0, 0.836695344647608)	(32.0, 0.9510764855080743)	(33.0, 1.1152979489866899)	(34.0, 1.2795194124653055)	(35.0, 1.4973220841443438)	(36.0, 1.7151247558233822)	(37.0, 1.7919926253751879)	(38.0, 1.8688604949269938)	(39.0, 2.1382082728309175)	(40.0, 2.407556050734842)	(41.0, 2.6658277551702634)	(42.0, 2.9240994596056846)	(43.0, 3.0782327807518564)	(44.0, 3.2323661018980285)	(45.0, 3.3855175158784827)	(46.0, 3.5386689298589373)	(47.0, 3.6484598053189328)	(48.0, 3.758250680778928)	(49.0, 3.82111281928599)	(50.0, 3.8839749577930514)	(51.0, 3.9245584459859297)	(52.0, 3.9651419341788072)	(53.0, 3.8598288766729016)	(54.0, 3.7545158191669965)	(55.0, 3.575262541695413)	(56.0, 3.396009264223829)	(57.0, 3.1273863707510374)	(58.0, 2.8587634772782464)	(59.0, 2.5906486053042825)	(60.0, 2.3225337333303187)	(61.0, 2.0431480128467996)	(62.0, 1.7637622923632805)	(63.0, 1.509285689243209)	(64.0, 1.2548090861231378)	(65.0, 1.0451769262177284)	(66.0, 0.8355447663123193)	(67.0, 0.7196134570838899)	(68.0, 0.6036821478554605)	(69.0, 0.5019212248611185)	(70.0, 0.4001603018667762)	(71.0, 0.3275574033169828)	(72.0, 0.2549545047671894)	(73.0, 0.2169733717619804)	(74.0, 0.1789922387567714)	(75.0, 0.14035047700407555)	(76.0, 0.10170871525137969)	(77.0, 0.08224928305716976)	(78.0, 0.06278985086295985)	(79.0, 0.0605529498760287)	(80.0, 0.05831604888909754)	(81.0, 0.05329205762401517)	(82.0, 0.04826806635893281)	(83.0, 0.03912167138992794)	(84.0, 0.02997527642092308)	(85.0, 0.02295333499246863)	(86.0, 0.01593139356401418)	(87.0, 0.012648329727719352)	(88.0, 0.00936526589142452)	(89.0, 0.007791001642094155)	(90.0, 0.006216737392763789)	(91.0, 0.004309146784519087)	(92.0, 0.002401556176274384)	(93.0, 0.0016405279230904447)	(94.0, 0.0008794996699065052)	(95.0, 0.0006787006585123259)	(96.0, 0.00047790164711814664)	(97.0, 0.000271078665382142)	(98.0, 6.425568364613737e-05)	(99.0, 6.224769353219557e-05)	(100.0, 6.0239703418253784e-05)
C-Ba-3_S56_L006_R1_001	(0.0, 0.03110690137900701)	(1.0, 0.05127930480458958)	(2.0, 0.07145170823017216)	(3.0, 0.04187701656809823)	(4.0, 0.0123023249060243)	(5.0, 0.012489031255637339)	(6.0, 0.012675737605250377)	(7.0, 0.016588453279749695)	(8.0, 0.02050116895424901)	(9.0, 0.02560515231595325)	(10.0, 0.03070913567765749)	(11.0, 0.04279431298141446)	(12.0, 0.05487949028517142)	(13.0, 0.06480739748416035)	(14.0, 0.07473530468314928)	(15.0, 0.10318366999701413)	(16.0, 0.13163203531087894)	(17.0, 0.13073503306599893)	(18.0, 0.1298380308211189)	(19.0, 0.10622170701191323)	(20.0, 0.08260538320270755)	(21.0, 0.1087990664033106)	(22.0, 0.13499274960391364)	(23.0, 0.17073280963690507)	(24.0, 0.20647286966989647)	(25.0, 0.2588440007363536)	(26.0, 0.31121513180281074)	(27.0, 0.4009721799624351)	(28.0, 0.49072922812205944)	(29.0, 0.6061299875176659)	(30.0, 0.7215307469132722)	(31.0, 0.8368767120541009)	(32.0, 0.9522226771949295)	(33.0, 1.1186470348728292)	(34.0, 1.285071392550729)	(35.0, 1.501742081859816)	(36.0, 1.7184127711689028)	(37.0, 1.7996117684989816)	(38.0, 1.8808107658290607)	(39.0, 2.1448054265145218)	(40.0, 2.4088000871999826)	(41.0, 2.6624264572313896)	(42.0, 2.916052827262796)	(43.0, 3.0788445287906163)	(44.0, 3.2416362303184365)	(45.0, 3.3892844233591646)	(46.0, 3.5369326163998918)	(47.0, 3.652587052900951)	(48.0, 3.7682414894020098)	(49.0, 3.8274131963114377)	(50.0, 3.8865849032208653)	(51.0, 3.927824682900067)	(52.0, 3.9690644625792686)	(53.0, 3.8580959495701275)	(54.0, 3.7471274365609872)	(55.0, 3.562805651739203)	(56.0, 3.3784838669174184)	(57.0, 3.1182010096389385)	(58.0, 2.857918152360458)	(59.0, 2.5864877083599738)	(60.0, 2.315057264359489)	(61.0, 2.040919578289615)	(62.0, 1.7667818922197414)	(63.0, 1.5106999278075546)	(64.0, 1.2546179633953678)	(65.0, 1.0448696149398686)	(66.0, 0.8351212664843696)	(67.0, 0.719075152532492)	(68.0, 0.6030290385806145)	(69.0, 0.5014425196395292)	(70.0, 0.39985600069844407)	(71.0, 0.32647431704998936)	(72.0, 0.2530926334015346)	(73.0, 0.21593604041169642)	(74.0, 0.17877944742185828)	(75.0, 0.14061017542705373)	(76.0, 0.10244090343224921)	(77.0, 0.08229691184247731)	(78.0, 0.06215292025270541)	(79.0, 0.060194532998612146)	(80.0, 0.05823614574451886)	(81.0, 0.052728308430934255)	(82.0, 0.04722047111734963)	(83.0, 0.03890392089219496)	(84.0, 0.030587370667040297)	(85.0, 0.023364676120596797)	(86.0, 0.016141981574153298)	(87.0, 0.012886796956986855)	(88.0, 0.009631612339820413)	(89.0, 0.008081137871294749)	(90.0, 0.006530663402769086)	(91.0, 0.00443224638646603)	(92.0, 0.0023338293701629736)	(93.0, 0.0016012098896161621)	(94.0, 0.0008685904090693501)	(95.0, 0.0006473839731147726)	(96.0, 0.00042617753716019514)	(97.0, 0.00025367710545249716)	(98.0, 8.117667374479908e-05)	(99.0, 7.508842321393915e-05)	(100.0, 6.900017268307922e-05)
